"Study ID","Effect","Coder","Biblio info",,,,"Selectivity info",,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,"Ratio survive/extinct","Notes","Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,
,"#",,"Full citation","In-text Citation","Year","Type","Phylum","Bivalve/ Gastropod","Taxon","Tax level","Aggregate Trait","Trait","Trait category","Aggregate Age/ Event","Age/ Event","Location","Data source","Odds Ratio","Var Odds Ratio","Log odds ratio","Var Lnor","# Ext","# Surv","Total # Ext","Total # Surv","Genera","Victims","Log-odds","C.I. (95%)","Prop ext","Prop surv","Total # sp","Test","N","mean g. 1","mean g. 2","sd g. 1","sd g. 2","Test Statistic","df","P","Y1","Y2","Spool","n1","n2","t","n1","n2","F","n1","n2","p","1 or 2","n1","n2","Y1","Y2","Sdiff","r","n","t","r","n","F","r","n","p","1 or 2","r","n","Y1","Y2","Spool","n1","n2","R","q","t","n1","n2","R","q","F","n1","n2","R","q","p","1 or 2","n1","n2","R","q","r","n","t","n","t","r","p","1 or 2","r","Magnitude","Era","Duration","Geo scope","Cause",,,"x-square","n","df","p (sur/extinct)","% group a extinct","% group b extinct","p (before/after)","n","per-capita extinct/orig",,,,"coefficient","d.f.","p","Note",,"Test type","Trait Type Species Total ","Mean Duration","p","z"
"Jablonski 1989 TBM",1,"EO","Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.","Jablonski 1989",1989,"PR","Mollusca","Bivalve","bivalve","gn","Species Richness","Species Richness","Species-poor","K/T","K/T","global","1989 unfinished data",,,,,33,41,48,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"according to paper this data collection was still in progress… keep off on using",,,,,,,,,,,,,,,,,,,,,,
"Jablonski 1989 TBM",2,"EO","Jablonski, David. 1989. The biology of mass extinction: a paleontological view. Philosophical Transactions of the Royal Society. 325: 357-368.","Jablonski 1989",1989,"PR","Mollusca","Bivalve","bivalve","gn","Species Richness","Species Richness","Species-rich","K/T","K/T","global","1989 unfinished data",,,,,15,18,48,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"according to paper this data collection was still in progress… keep off on using",,,,,,,,,,,,,,,,,,,,,,
"McClure 1995 NSE",1,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Trophic Level","Feeding Mode",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,49,2,0.518,,,0.909,,,,,,,,,,,,,,,
"McClure 1995 NSE",2,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Amount of Burrowing","Siphonate?",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,21,1,0.505,,,1,,,,,,,,,,,,,,,
"McClure 1995 NSE",3,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Amount of Burrowing","Amt of burrowing",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,48,3,0.477,,,0.882,,,,,,,,,,,,,,,
"McClure 1995 NSE",4,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,,,59,2,0.449,,,0.916,,,,,,,,,,,,,,,
"McClure 1995 NSE",5,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Body Size","Size",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,,,58,2,0.782,,,0.929,,,,,,,,,,,,,,,
"McClure 1995 NSE",6,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Env Distribution","Depth","               ","K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,38,3,0.734,,,0.962,,,,,,,,,,,,,,,
"McClure 1995 NSE",7,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Temperature Range","Temperature Range",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,28,2,0.295,,,1,,,,,,,,,,,,,,,
"McClure 1995 NSE",8,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Shell Thickness","Shell Thickness",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,,,33,1,0.246,,,0.59,,,,,,,,,,,,,,,
"McClure 1995 NSE",9,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Species Richness","Species Richness",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",,60,9,0.181,,,0.981,,,,,,,,,,,,,,,
"McClure 1995 NSE",10,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","gn","Abundance","Abundance",,"K/T","K/T","global",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,"global","bolide",,,,50,2,0.227,,,0.675,,,,,,,,,,,,,,,
"Clapham 2009 EGE",1,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal","Early Permian","Kungurian","global","(primary lit) dx.doi.org/10.1666/08033.s1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,"Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",2,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal","Middle Permian","Roadian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",3,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal","Middle Permian","Wordian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",4,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal","Middle Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",5,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal",,"Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",6,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal and Semi-Infaunal","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",1,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal","Early Permian","Kungurian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",2,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal","Middle Permian","Roadian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",3,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal","Middle Permian","Wordian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",4,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal","Permian","Capitanian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",5,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal",,"Wuchiapingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Clapham 2009 EGE",6,"EO","Clapham, Matthew E., Shuzhong Shen, and David J. Bottjer.  2009. The double mass extinction revisted: reassessing the severity, selectivity, and causes of the end-Guadalupian biotic crisis (Late Permian). Paleobiology 39: 32-50.","Clapham et al. 2009",2009,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Shallow and Deep Infaunal","P/TR","Changhsingian","global","dx.doi.org/10.1666/08033.s1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,"?","Fig 6a,b graphclick",,,,,,,,,,,,,
"Knoll 2007 PEP",1,"EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Infaunal","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,4,12,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knoll 2007 PEP",2,"EO","Knoll, Andrew H., Richard Bambach, Jonathan L. Payne, Sara Pruss, Woodward W. Fischer. 2007. Paleophysiology and end-Permian mass extinction. Earth and Planetary Letters 256: 295-313","Knoll et al. 2007",2007,"PR","Mollusca","Bivalve","bivalve","gn","Life Habit","Life Habit","Epifaunal ","P/TR","P/TR","global","Sepkoski's genus database (R. K. Bambach, A.H. Knoll, J.J. Sepkoski Jr. 2002. Anamatomical and ecological constraints on Phanerozioc animal diversity in the marine realm, Proc. Natl. Acad. Sci. U.S.A. 99:6854-6859)",,,,,22,20,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn","Trophic Level","Trophic Suseptibility to Starvation ","Susceptible","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,41,39,42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn","Trophic Level","Trophic Suseptibility to Starvation ","Resistant/Intermediate","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,1,6,42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn","Trophic Level","Trophic Suseptibility to Starvation ","Susceptible","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,160,80,181,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn","Trophic Level","Trophic Suseptibility to Starvation ","Resistant/Intermediate","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,21,28,181,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn",,"Locomotor Suseptibility to Starvation ","Susceptible","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,19,13,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn",,"Locomotor Suseptibility to Starvation ","Resistant/Intermediate","P/TR","P/TR","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,22,25,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",1,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn",,"Locomotor Suseptibility to Starvation ","Susceptible","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,70,34,109,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes 1991 MEE",2,"EO","Rhodes, Melissa Clark and Charles W. Thayer. 1991. Mass extinctions: ecological selectivity and primary production.  Geology v. 19: 877-880.","Rhodes and Thayer 1991",1991,"PR","Mollusca","Bivalve","bivalve","gn",,"Locomotor Suseptibility to Starvation ","Resistant/Intermediate","K/T","K/T","global","424 strat rranges of biv gn from lit and unpubished sources",,,,,39,46,109,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Todd 2001 EEM",1,"EO","Todd, J.A., J.B.C. Jackson, K.G. Johnson, H.M. Fortunato, A. Heitz, M. Alvarez, and P. Jung. 2001. The ecology of extinction: molluscan feeding and faunal turnover in the Caribbean Neogene. 2001. Proceedings of the Royal Society 269:571-577.","Alvarez et al. 2001",2001,"PR","Mollusca","Gastropod","gastropod","genera/ subgenera","Trophic Level","Trophic Level","Gastropod Predators","Neogene","Neogene","Caribbean","NMiBTA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"Email Authors… (waiting on email response)",,,,,,,,,,,,,,,,,,,,,,
"Todd 2001 EEM",2,"EO","Todd, J.A., J.B.C. Jackson, K.G. Johnson, H.M. Fortunato, A. Heitz, M. Alvarez, and P. Jung. 2001. The ecology of extinction: molluscan feeding and faunal turnover in the Caribbean Neogene. 2001. Proceedings of the Royal Society 269:571-577.","Alvarez et al. 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera/ subgenera","Trophic Level","Trophic Level","Bivalve Suspension Feeders","Neogene","Neogene","Caribbean","NMiBTA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"Email Authors… (waiting on email response)",,,,,,,,,,,,,,,,,,,,,,
"Anderson 2003 EPR",1,"EO","Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae","Anderson and Roopnarine 2003",2003,"PR","Mollusca","Bivalve","corbulid","gn","Body Size","Body Size","Large","Pliocene-Recent","Pliocene-Pliestocene","Caribbean/ Western Atlantic",,,,,,5,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,"decrease in nutrient availibility/ primary productivity (bottom1096-top1097)",,"page 1096; paragraph 1 under Figure 7",,,,,,,,,,,,,,,,,,,,,,
"Anderson 2003 EPR",2,"EO","Anderson, Laurie C. and Peter D. Roopnarine. 2003. Evolution and phylogenetic relationships of Neogene corbulidae","Anderson and Roopnarine 2003",2003,"PR","Mollusca","Bivalve","corbulid","gn","Body Size","Body Size","Small","Pliocene-Recent","Pliocene-Pliestocene","Caribbean/ Western Atlantic",,,,,,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,"decrease in nutrient availibility/ primary productivity (bottom1096-top1097)",,,,,,,,,,,,,,,,,,,,,,,,
"Hallam 1981 ETB",1,"EO","A. Hallam. 1981. The End Triassic Bivalve Extinction Event. Palaeogeography, Paleoclimatology, Paleoecology. 35: 1-44.","Hallam 1981",1981,"PR","Mollusca","Bivalve","bivalve","genera ","Geographic Range","Geographic Range","Cosmospolitan","End Triassic","End Triassic","global","literature/Treatise on Invertebrate Paleontology",,,,,"N/A","N/A",76,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Cz",,,,1.7,"""the ratio of genera that survived to gn that became extinct is 1.7 for the cosmopolitians and 0.3 for the endemic group, an unequivocal indictation that endemic forms were appreciably more susceptible than cosmopolitians to extinction."" (page 18 first full paragraph)",,,,,,,,,,,,,,,,,,,,,,
